ー,NaN
佐渡,0.41869225
関,0.4754343333333333
むふふふふ,NaN
,､_,､,NaN
黒,0.5181154400000001
物販,0.4505524999999999
イラレ,0.31588525000000006
一番,0.5507095384615385
岡崎,0.5235586666666667
ホン,0.6667000000000001
楽,1.281665
ツイ,NaN
ガクト,0.4482536666666667
次元,0.471641625
寡黙,0.64040187
パワーレンジャー,0.2882434
目,0.006541000000000019
イベント,0.48310825
－,0.5432699999999999
気,0.02135600000000004
めちゃめちゃ,0.706063
違い,0.17429399999999995
ガンジー,0.32232449999999996
ダメ,NaN
中,0.020125999999999977
普段,0.27909169999999994
ぇいあ,NaN
ＴＰ,0.6757885
１,0.24666100000000002
僕,0.010679500000000008
(　?,0.295629
みつ,0.9422603333333334
悲報,0.43827801428571433
言葉,1.007288
ゲロ,0.41637075
リカ,0.60952195
運営,0.8723935
久々,0.5809509999999999
それ,0.4102895347826087
すぎ,0.49421149999999997
め,0.019423999999999997
ー,NaN
基本,0.56668535
ちょう,0.6595530000000001
こちら,1.374682
本当,0.4436445571428571
チョコ,0.45482999999999996
当選,0.6065975142857143
発売,0.5108934444444445
ぼく,0.355128
銘柄,0.770508
一度,0.7468752
宮,0.579706
プログラマー,0.397831
おれ,0.748774
時,0.24666100000000002
単位,0.3232785
１,0.52130325
二つ,0.16181200000000004
ば,1.191296
柏,0.4757516
わん,0.11339499999999998
ＴＢＳ,0.34970987500000006
昼寝,0.3063363
最近,0.345411525
モイ,0.9005383375
ここ,0.6480525714285713
計,0.6034348
写真,0.25247975
ぷれでた,0.33038924999999997
パーカー,NaN
君,0.721616
小梅,0.521672
ゅあるか,NaN
明日,0.32822288888888895
花粉,0.9511188
北海道,0.5815980000000001
我が家,0.8608480000000001
直線,0.32229874999999997
こちら,NaN
人間,0.17512499999999998
ハチ,NaN
ぇ,NaN
そっ,0.6111265
アナ,0.39833799999999997
ハンター,0.5448711428571429
とんでも,NaN
キレ,0.66098016
問題,0.34577802307692307
今回,0.3418463333333334
変身,0.4440175
アメブロ,0.7613996666666667
オリ,0.5210011666666666
ブリーチ,0.6077024999999999
フード,0.436736
義,0.74588225
寝癖,0.39398700000000003
男,0.36097166666666664
相互,0.5189284999999999
遅れ,0.33346899999999996
イベント,0.3937175
これ,0.62035595
新作,0.6276005
仕事,0.4118503124999999
何,0.3556163
集中,0.51321325
うち,0.254583
ば,NaN
うそ,0.1504575714285714
芸能,0.51980559
今回,0.7657558333333334
俺,0.14835600000000004
ｏlll,0.696944125
仙台,0.7059923333333332
指,0.14707000000000003
更新,0.9030051111111111
ヤツ,NaN
新版,0.8161067272727273
サバゲー,0.25201250000000003
予定,0.5348592142857143
私,NaN
ー,NaN
ごはん,0.492291375
一,0.7018032857142857
月曜,0.35077346666666664
め,0.9968615000000001
一般,0.4069983999999999
ちょうだい,NaN
語彙,0.4850958571428571
確定,0.69624272
仕方,0.015032333333333314
最近,0.6818283666666667
春,0.4514646
引っ越し,NaN
鬼,0.6686908259259258
馬鹿,0.853205
チーズ,0.246958
ワンマン,0.630642176923077
センス,1.116787
これ,0.268107
池袋,0.03873300000000002
ぼく,2.9999999999752447E-6
ぁめだ,0.21011899999999994
イベント,0.48310825
無料,0.7661594999999999
今日,0.39522915333333336
ほん,0.31819849999999994
謎,0.5003951888888888
卒業,0.7302697857142857
マンガ,0.23360599999999998
ストーカー,0.06001299999999998
道枝,0.8854606666666666
幼稚園,0.8721468461538462
俺,0.455069
塾,0.6343040000000001
仮面,0.5747016666666668
海,0.7451745000000001
シャン,1.558862
なん,0.824797
ラブ,0.5215179
それ,NaN
タメ,NaN
一,0.599995688235294
Ｔバック,0.4108065999999999
体,0.315059
ヘッド,0.5258723000000001
目,0.45161375000000004
金沢,NaN
春,0.779658
ﾀﾗﾘｯﾀﾀﾗｯﾀﾗ,NaN
もち,NaN
バッドエンド,0.48819111111111113
オール,0.2956555
フォンダンショコラシリーズ,NaN
バイト,0.4497808
ミン,0.9352940000000001
栄吾,0.7692521999999999
ー,0.78676
多重,1.9986169999999999
あざ,1.96353
クイーンズブレイド,0.351719
]『,0.5002075
ブス,NaN
坂本,NaN
次回,1.2295976
僕,NaN
今更,0.56459525
カレー,0.486131
念願,0.637082
～,NaN
今日,0.528286875
乳首,0.360429
下野,0.6953124642857141
仕事,0.542686
団子,0.509679
ほんま,1.152203
看護,0.31559349999999997
私,0.4890405888888889
脚,0.5791387142857143
高校生,0.5046560909090909
気温,0.5158929999999999
お前,NaN
クック,0.49263475
妊娠,0.3340383846153846
在庫,0.660686
出会い,1.1174483333333334
無償,0.625436
カップル,0.28617220000000004
お迎え,1.3915389999999999
お祝い,0.6426427692307691
復帰,0.5914216
イケメン,NaN
友達,0.7529997999999999
噂,0.06604100000000002
笑,3.2933558
スタ,2.4599999999996847E-4
映画,0.3361085714285714
キャンプ,0.7521978571428571
パコ,0.399972
スタバ,0.704501
岡本,0.43286667777777776
ー,3.155847875
おれ,0.24393299999999998
´▽｀),0.679805
今更,0.9597342500000001
ぃ,0.47155100000000005
具,0.548679
イケメン,NaN
サ,0.34565450000000003
ノック,0.3321807272727273
東,0.55786775
笑,5.2568858
ヮ,0.0771956666666667
本当,0.323776
(｀・,0.7221766444444445
指定,0.5000053333333333
今月,0.492169
(´；,0.335391
田村,0.5181614750000001
あみ,0.40199799999999997
映像,0.49704141111111116
高山,0.4799175
び,0.5817783333333334
ー,NaN
中,0.5281730888888889
球技,0.6043725
とんでも,NaN
スゴ,0.57720295
先週,0.6021426363636363
ー,NaN
沖縄,0.6009571176470588
マジ,0.5504476666666667
刀,0.919605
光,0.48296636
ハーブ,0.5566374
体,0.06416
御影,0.5321640000000001
僕,0.3694865
横山,0.784207
歯科,0.6363129999999999
あした,0.765999
欲求,0.4476145833333332
新宿,0.41882759999999997
今,0.08064650000000001
一松,0.827854411764706
ファイナルファンタジーブレイブエクスヴィアス,0.581367
便利,0.7584043666666668
